vclaim_id	vclaim	title
vclaim-sno-80-trump-ballots-burned	A video shows 80 ballots cast for U.S. President Donald Trump being burned.	Were 80 Trump Ballots Burned?
vclaim-sno-809-area-code-scam	Unsuspecting phone customers are gulled into placing calls to area codes in the Caribbean that result in hefty charges.	809 Area Code Call Warning
vclaim-sno-82nd-airborne-border	The 82nd Airborne received word they are being deployed to the U.S.-Mexico border as a migrant caravan moves through Mexico.	Did the 82nd Airborne Division Receive Word They Are Being Deployed to the Border?
vclaim-sno-83-mail-in-ballots-voter-fraud	In November 2016, 83 mail-in ballots were sent to a Los Angeles apartment where one person lives as part of an illegal scheme to cheat the elections system.	Were 83 Ballots Fraudulently Mailed to One Calif. Home?
vclaim-sno-85-babies-covid-texas-county	As of July 17, 2020, Nueces County in Texas had seen 85 positive COVID-19 tests among children aged under 1 year.	Did 85 Babies Under Age 1 Test Positive for COVID-19 in Single Texas County?
vclaim-sno-86	The term 86 (to get rid of someone or something) entered the English language as part of a restaurant code.	Etymology of 86
vclaim-sno-867-5309-jenny	"The Tommy Tutone song ""867-5309/Jenny"" prompted a flood of calls to that phone number."	Did the Song ‘Jenny’ Produce a Flood of Calls to 867-5309?
vclaim-sno-9-0-phone-scam	Pressing #-9-0 on your telephone will allow scammers to make long-distance calls and charge them to  your phone bill.	Does #-9-0 Allow Scammers to Make Long-Distance Calls on Your Phone?
vclaim-sno-9-things-women-could-not-do	A viral piece of text accurately lists nine things women couldn't do in 1971.	Could Women Not Do These 9 Things in 1971?
vclaim-sno-9-year-old-rape-victim-appeal	“Facebook companies” are contributing money towards the medical care of a 9-year-old rape victim every time a message is shared.	9-Year-Old Girl Gang-Raped
vclaim-sno-900-pound-man-x-ray	An image shows an x-ray of a 900-pound man.	Is This an X-Ray of a 900-Lb. Man?
vclaim-sno-911-adultery	The 9/11 terrorist attacks trapped a World Trade Center worker into inadvertently revealing his adulterous activities to his wife.	September 11 Adultery Revelation
vclaim-sno-911-child-rescue	A woman named her child after the rescuer who died while saving her and others at the World Trade Center on 9/11.	Was a Child Named After Robert Matthews, 9/11 Rescuer?
vclaim-sno-911-man-survives-fall	A man caught in the explosion of one of the World Trade Center towers rode bits of the falling building down to safety.	Did a Man Safely ‘Surf’ Down from the Upper Levels of the WTC on 9/11?
vclaim-sno-911-pentagon-attack	The damage to the Pentagon on September 11 was caused by something other than a hijacked Boeing 757's being crashed into its side.	Was the 9/11 Pentagon Attack Faked?
vclaim-sno-911-pepsi-can	Photograph shows a Pepsi can  with an illustration reminiscent of the 9/11 attacks.	9/11 Pepsi Can
vclaim-sno-911-shirt	Photograph shows a 9/11-themed shirt sold in the Middle East.	Shirt Commemorates 9/11 Attack?
vclaim-sno-911-surrender	Criminals have unintentionally turned themselves in by calling 911.	Criminals Accidentally Dial 911
vclaim-sno-911-wwii-memorial-vandalized	The 9/11 Memorial & Museum and the World War II Memorial, both in New York state, were vandalized during Black Lives Matter protests in the spring of 2020.	Were 9/11 and WWII Memorials Vandalized During Protests?
vclaim-sno-96-armed-octopus	A photograph shows an octopus with 96 tentacles.	Is Viral Photo of 96-Armed Octopus Real?
vclaim-sno-99-problems-all-heart-related	Billionaire David Rockefeller received his sixth heart transplant at the advanced age of 99.	David Rockefeller’s Sixth Heart Transplant Successful at Age 99?
vclaim-sno-99-problems-but-the-dodgers-aint-one	Jay Z has bought the Los Angeles Dodgers and plans to move the team back to Brooklyn.	Jay Z Buys LA Dodgers, Plans on Moving Them Back to Brooklyn for 2015 Season
vclaim-sno-9944-pure-luck	Ivory Soap’s unique floatability came about as the result of a manufacturing error.	Ivory Soap Origin
vclaim-sno-a-banner-day	President Obama issued an executive order to replace the U.S. flag with one of a more “progressive and diverse” design.	Obama Unveils New American Flag
vclaim-sno-a-bird-in-the-hand	Handling an egg or a baby bird will cause its mother to reject it.	Will Baby Birds Be Rejected by Their Mother If You Handle Them?
vclaim-sno-a-black-man-the-progressives-perfect-trojan-horse	Lloyd Marcus wrote an opinion piece entitled “A Black Man, The Progressive’s Perfect Trojan Horse.”	Lloyd Marcus — A Black Man, The Progressive’s Perfect Trojan Horse
vclaim-sno-a-blackhawk-farewell	Members of the Chicago Blackhawks attended a wake for the father of the team’s general manager.	Blackhawks Attend Wake
vclaim-sno-a-bogus-banksy	An illustration created in response to the	Viral Banksy’s Response to Charlie Hedbo Attack
vclaim-sno-a-bone-to-pick	Video shows a girl pulling puppies from a bucket and throwing them into a river.	Girl Throws Puppies Into River
vclaim-sno-a-bridge-too-far-2	Photographs show a bridge that collapsed when movers tried to pull a house across it.	House Removal Collapses Bridge
vclaim-sno-a-bridge-too-far	Photographs show a train that set a wooden bridge on fire.	Train Sets Bridge on Fire
vclaim-sno-a-brief-for-whitey	E-mail reproduces Pat Buchanan’s criticism of Barack Obama’s remarks on racial discrimination in the U.S.	Buchanan to Obama
vclaim-sno-a-brunt-message	Canadian Richard Brunt penned an open letter about America’s midterm elections.	Canadian Richard Brunt Pens Open Letter On America’s Mid-Term Elections
vclaim-sno-a-celebrity-had-a-flat-tire-in-your-town	An A-list celebrity had car trouble in your town and afterwards praised the locals for being awesomely helpful.	A Celebrity Had This to Say About Your Town!
vclaim-sno-a-closed-captioned-reaction-2	A video shows how the Muslim world reacted to President Obama's speech about the dangers of climate change.	Is This Really How the Muslim World Reacted to Obama's Speech?
vclaim-sno-a-closed-captioned-reaction	A video shows the Muslim world’s reaction to President Obama’s claim that climate change is threatening America.	Is This really how Muslim world reacted to Obama’s latest speech?
vclaim-sno-a-curious-shadow	A photograph snapped by the Curiosity robotic rover captured a human shadow on the surface of Mars.	Human Shadow Seen on Mars?
vclaim-sno-a-difficult-cabin-announcement	Photograph shows a Mandarin Airlines flight taxiing past the charred remains of a crashed airliner.	A Difficult Cabin Announcement
vclaim-sno-a-fair-shake	McDonald's beverages contain yucky non-food substances.	Do McDonald’s Shakes Contain Yucky Non-Food Substances?
vclaim-sno-a-family-photo	A photograph shows a rich family posing with the carcass of an elephant that they had just killed.	Wealthy Family Kills Elephant While It Was Eating
vclaim-sno-a-farewell-to-arms	The U.S. Ambassador to Egypt prevented Marines stationed at the U.S. embassy in Cairo from carrying live ammunition.	Cairo Embassy
vclaim-sno-a-ford-able	Notorious criminal Clyde Barrow wrote a fan letter to Henry Ford in 1934.	Clyde Barrow’s Letter to Henry Ford
vclaim-sno-a-ford-dealers-report	Account describes Ford dealer’s encounter with a customer collecting disability benefits.	A Ford Dealer’s Report
vclaim-sno-a-german39s-view-on-islam	Holocaust survivor Dr. Emanuel Tanay penned an essay on the dangers of Islam.	A German's View on Islam
vclaim-sno-a-good-shellacking	The Library of Congress is transferring its entire audio collection to 78 RPM platters.	Library of Congress 78 RPM Archive
vclaim-sno-a-jaded-state	President Obama is planning to strip Texas of statehood in advance of the Jade Helm military exercise.	FALSE: Obama to Sign Executive Order Stripping Texas of Statehood Ahead of Jade Helm 15
vclaim-sno-a-loon-way-home	A loon appears on Canada's one-dollar coin because the original dies, featuring a different design, were lost in transit.	Loonie Design Lost in Transit?
vclaim-sno-a-model-exposed	The mens underwear section of a 1975 Sears catalog featured a picture of a male model whose penis could be seen peeking out from beneath a pair boxer shorts.	Sears Catalogue Model Exposed
vclaim-sno-a-murdered-witness	Deandre Joshua and Shawn Gray were murdered after testifying before a grand jury in Ferguson.	Were Deandre Joshua and Shawn Gray Murdered After Testifying in Ferguson?
vclaim-sno-a-museum-on-every-corner	There are more museums in the United States than McDonald’s and Starbucks outlets combined.	A Museum on Every Corner
vclaim-sno-a-mysterious-roofing-job	Roofers mysteriously return to	A Mysterious Roofing Job
vclaim-sno-a-new-breed-of-gunner	Photograph shows the first female Air Force aerial gunner.	A New Breed of Gunner
vclaim-sno-a-night-in-casablanca	Warner Bros. threatened to sue the Marx Brothers over the title of the comedy group’s 1946 film	A Night in Casablanca
vclaim-sno-a-presidential-hug	A viral photograph shows President George W. Bush hugging the daughter of a 9/11 victim.	A Presidential Hug
vclaim-sno-a-presidential-landfill	North Dakota named a landfill after President Obama.	North Dakota Names Landfill After Obama.
vclaim-sno-a-public-disservice-announcement	A public service announcement encourages children to steal weapons from their parents and turn them over to teachers.	‘Stop Gun Violence’ PSA Video Stirs Controversy
vclaim-sno-a-scan-of-wealth-and-taste	The infamous number ‘666’ appears in all product barcodes.	666 Barcode
vclaim-sno-a-secret-of-love	"Actor Brad Pitt authored ""A Secret of Love"" about his wife."	A Secret of Love — Brad Pitt
vclaim-sno-a-series-of-unfortunate-events	Photographs show a series of cranes falling into the water while attempting to retrieve a submerged automobile.	Crane Accident
vclaim-sno-a-shady-giveaway	Eminem is giving away $1 million, a house, and a new car to lucky Facebook fans.	Marshall Mathers Is Giving Away $1 Million on Facebook
vclaim-sno-a-shot-in-the-dark	Photograph shows John F. Kennedy and Marilyn Monroe sharing an intimate moment.	JFK and Marilyn Monroe Photographed Together?
vclaim-sno-a-spanish-mystery	Photographs show the figure of an astronaut carved into the wall of a 12th century Spanish cathedral.	Astronaut Carving Found on Ancient Spanish Cathedral
vclaim-sno-a-star-is-borne	When the Germans ordered Jews in occupied Denmark to identify themselves by wearing armbands with yellow stars during World War II, King Christian X of Denmark and non-Jewish Danes thwarted the order by donning the armbands themselves.	The King of Denmark Wore a Yellow Star
vclaim-sno-a-starion-is-born	Mitsubishi mistakenly named a model of car ‘Starion’ instead of ‘Stallion’ due to Japanese pronunciation difficulties.	Starion / Stallion Confusion
vclaim-sno-a-tea-bird-in-the-hand	A young man busy pleasuring himself discovers his mother has left a cup of tea at his bedside.	Tea Left By Mom
vclaim-sno-a-thank-you-to-all-starbucks-customers	Message from Starbucks Chairman Howard Schultz extols the company’s contributions to Israel.	A Thank You to All Starbucks Customers – Howard Schultz
vclaim-sno-a-tip-for-education	An 18-year-old waitress in Texas received a $1,000 tip after a man overheard her discussing her college plans with a couple at another table.	A Tip for Education
vclaim-sno-a-tip-for-your-service	A soldier wrote on a restaurant receipt that his military service exempted him from tipping.	Did This Soldier Refuse to Tip Because His Service Should Be Enough?
vclaim-sno-a-toaster-dial-is-for-minutes-not-level-of-toasty-ness	"The numbers on a toaster indicate duration of toasting in minutes, and not a ""degree of toastiness."""	Does a Toaster Dial Set Minutes Rather Than ‘Level of Toasty-ness’?
vclaim-sno-a-truckin-miracle	An airliner was saved by a pickup truck after its landing gear malfunctioned.	Plane with Landing Gear Failure Saved by Truck?
vclaim-sno-a-very-muslim-christmas	A Maryland school district removed Christmas and Easter vacations from school calendars due to pressure from Muslim groups.	Maryland Schools Forced by Muslims to Remove Christmas and Easter Vacations?
vclaim-sno-a-victim-treats-his-mugger-right	Victim disarms would-be mugger by treating him to dinner.	A Victim Treats His Mugger Right
vclaim-sno-a-woman-in-a-revealing-dress-attended-a-hollywood-event-amidst-protests-against-sexual-harassment	A photograph shows an actress in a revealing dress amidst protests against sexual harassment in Hollywood.	Did a Woman Wear This Revealing Dress to a Hollywood Event to Protest Sexual Harassment?
vclaim-sno-aaliyah-norris-bail	Shaquille Marshon Francis, charged in the murder of Aaliyah Norris, was released from jail in an unrelated case some three hours before her shooting.	Was Suspect in Slaying of 7-Year-old Girl Released on Bail Hours Before Her Shooting?
vclaim-sno-aaron-hernandez-not-guilty	Murder charges against former New England Patriots player Aaron Hernandez were dropped, and he will be returning to the Patriots for the 2015 NFL season.	Aaron Hernandez Found Not Guilty
